2000
0/1 113186050375/134217728 1000/1 113186050375/134217728
0/1 40981860625/268435456 1000/1 40981860625/268435456
0/1 97042844875/268435456 1000/1 97042844875/268435456
75244821375/268435456 0/1 75244821375/268435456 1000/1
0/1 154385128375/268435456 1000/1 154385128375/268435456
0/1 82854527875/268435456 1000/1 82854527875/268435456
0/1 256795436875/268435456 1000/1 256795436875/268435456
0/1 2063621375/67108864 1000/1 2063621375/67108864
0/1 52283289375/268435456 1000/1 52283289375/268435456
0/1 7877601875/8388608 1000/1 7877601875/8388608
0/1 113793343125/134217728 1000/1 113793343125/134217728
0/1 144835125/268435456 1000/1 144835125/268435456
0/1 115552428375/268435456 1000/1 115552428375/268435456
196004638375/268435456 0/1 196004638375/268435456 1000/1
0/1 8621709125/67108864 1000/1 8621709125/67108864
0/1 58862649125/134217728 1000/1 58862649125/134217728
8202677125/134217728 0/1 8202677125/134217728 1000/1
171144636375/268435456 0/1 171144636375/268435456 1000/1
0/1 14908722375/134217728 1000/1 14908722375/134217728
0/1 15875361875/16777216 1000/1 15875361875/16777216
256311104375/268435456 0/1 256311104375/268435456 1000/1
0/1 138371658125/268435456 1000/1 138371658125/268435456
99744167375/268435456 0/1 99744167375/268435456 1000/1
51901556375/134217728 0/1 51901556375/134217728 1000/1
0/1 199285717125/268435456 1000/1 199285717125/268435456
0/1 3087315375/16777216 1000/1 3087315375/16777216
4192153375/16777216 0/1 4192153375/16777216 1000/1
0/1 3893941375/134217728 1000/1 3893941375/134217728
63421590875/268435456 0/1 63421590875/268435456 1000/1
0/1 35369041375/67108864 1000/1 35369041375/67108864
72415118625/134217728 0/1 72415118625/134217728 1000/1
107885370375/268435456 0/1 107885370375/268435456 1000/1
125105527875/268435456 0/1 125105527875/268435456 1000/1
0/1 13765905375/16777216 1000/1 13765905375/16777216
0/1 131988933875/268435456 1000/1 131988933875/268435456
45635205375/67108864 0/1 45635205375/67108864 1000/1
90975823375/268435456 0/1 90975823375/268435456 1000/1
0/1 187472279375/268435456 1000/1 187472279375/268435456
167007026375/268435456 0/1 167007026375/268435456 1000/1
0/1 1775737875/4194304 1000/1 1775737875/4194304
0/1 144690187875/268435456 1000/1 144690187875/268435456
0/1 20307114375/134217728 1000/1 20307114375/134217728
0/1 195068855125/268435456 1000/1 195068855125/268435456
210357640625/268435456 0/1 210357640625/268435456 1000/1
40809496125/134217728 0/1 40809496125/134217728 1000/1
116976748125/134217728 0/1 116976748125/134217728 1000/1
19759570125/67108864 0/1 19759570125/67108864 1000/1
59650200875/67108864 0/1 59650200875/67108864 1000/1
22779459375/134217728 0/1 22779459375/134217728 1000/1
0/1 63781649875/67108864 1000/1 63781649875/67108864
0/1 26657833625/67108864 1000/1 26657833625/67108864
20641572625/67108864 0/1 20641572625/67108864 1000/1
163885355125/268435456 0/1 163885355125/268435456 1000/1
12983865125/268435456 0/1 12983865125/268435456 1000/1
0/1 166326622375/268435456 1000/1 166326622375/268435456
46412857875/67108864 0/1 46412857875/67108864 1000/1
246230886875/268435456 0/1 246230886875/268435456 1000/1
236374459625/268435456 0/1 236374459625/268435456 1000/1
261465649875/268435456 0/1 261465649875/268435456 1000/1
33185377375/33554432 0/1 33185377375/33554432 1000/1
0/1 106890874125/134217728 1000/1 106890874125/134217728
46096034375/268435456 0/1 46096034375/268435456 1000/1
0/1 15055380125/268435456 1000/1 15055380125/268435456
0/1 17877012375/33554432 1000/1 17877012375/33554432
158683934625/268435456 0/1 158683934625/268435456 1000/1
0/1 219257626125/268435456 1000/1 219257626125/268435456
46919750875/67108864 0/1 46919750875/67108864 1000/1
0/1 75782513875/134217728 1000/1 75782513875/134217728
79769008875/268435456 0/1 79769008875/268435456 1000/1
5506812125/134217728 0/1 5506812125/134217728 1000/1
0/1 129674783875/268435456 1000/1 129674783875/268435456
195547444125/268435456 0/1 195547444125/268435456 1000/1
34636541125/67108864 0/1 34636541125/67108864 1000/1
156910773375/268435456 0/1 156910773375/268435456 1000/1
24816415875/134217728 0/1 24816415875/134217728 1000/1
0/1 36408277375/67108864 1000/1 36408277375/67108864
113057698875/134217728 0/1 113057698875/134217728 1000/1
56366137125/268435456 0/1 56366137125/268435456 1000/1
89484237625/134217728 0/1 89484237625/134217728 1000/1
33880162375/134217728 0/1 33880162375/134217728 1000/1
165483456875/268435456 0/1 165483456875/268435456 1000/1
52070785375/134217728 0/1 52070785375/134217728 1000/1
0/1 48142039125/268435456 1000/1 48142039125/268435456
0/1 26721786375/67108864 1000/1 26721786375/67108864
96695690375/134217728 0/1 96695690375/134217728 1000/1
0/1 6366059875/268435456 1000/1 6366059875/268435456
57427051375/67108864 0/1 57427051375/67108864 1000/1
253930708375/268435456 0/1 253930708375/268435456 1000/1
1218493625/8388608 0/1 1218493625/8388608 1000/1
225791641875/268435456 0/1 225791641875/268435456 1000/1
0/1 22717998125/134217728 1000/1 22717998125/134217728
2155884125/8388608 0/1 2155884125/8388608 1000/1
87021062125/134217728 0/1 87021062125/134217728 1000/1
4722087375/268435456 0/1 4722087375/268435456 1000/1
0/1 238797950875/268435456 1000/1 238797950875/268435456
10162957375/134217728 0/1 10162957375/134217728 1000/1
0/1 74174397875/134217728 1000/1 74174397875/134217728
0/1 12036269875/134217728 1000/1 12036269875/134217728
36742721875/268435456 0/1 36742721875/268435456 1000/1
0/1 24884179375/268435456 1000/1 24884179375/268435456
144870793625/268435456 0/1 144870793625/268435456 1000/1
117486208875/268435456 0/1 117486208875/268435456 1000/1
0/1 207578050125/268435456 1000/1 207578050125/268435456
98597508625/268435456 0/1 98597508625/268435456 1000/1
0/1 43353410125/67108864 1000/1 43353410125/67108864
0/1 15478054375/134217728 1000/1 15478054375/134217728
178485557375/268435456 0/1 178485557375/268435456 1000/1
106798412875/268435456 0/1 106798412875/268435456 1000/1
0/1 14713958625/268435456 1000/1 14713958625/268435456
0/1 75806402875/268435456 1000/1 75806402875/268435456
187900575375/268435456 0/1 187900575375/268435456 1000/1
0/1 255470255375/268435456 1000/1 255470255375/268435456
0/1 2073605625/268435456 1000/1 2073605625/268435456
0/1 80449492625/134217728 1000/1 80449492625/134217728
61610005625/134217728 0/1 61610005625/134217728 1000/1
0/1 31975367375/33554432 1000/1 31975367375/33554432
65672225625/268435456 0/1 65672225625/268435456 1000/1
0/1 50585464625/268435456 1000/1 50585464625/268435456
63546305875/268435456 0/1 63546305875/268435456 1000/1
141331053375/268435456 0/1 141331053375/268435456 1000/1
60458213875/134217728 0/1 60458213875/134217728 1000/1
0/1 24204041125/268435456 1000/1 24204041125/268435456
98487789875/268435456 0/1 98487789875/268435456 1000/1
0/1 205263147375/268435456 1000/1 205263147375/268435456
0/1 15941811625/268435456 1000/1 15941811625/268435456
216193022625/268435456 0/1 216193022625/268435456 1000/1
229201676125/268435456 0/1 229201676125/268435456 1000/1
49561540125/134217728 0/1 49561540125/134217728 1000/1
0/1 174652446625/268435456 1000/1 174652446625/268435456
0/1 131846617375/268435456 1000/1 131846617375/268435456
0/1 178348028125/268435456 1000/1 178348028125/268435456
0/1 210843625/67108864 1000/1 210843625/67108864
0/1 103651465875/268435456 1000/1 103651465875/268435456
0/1 33897803375/67108864 1000/1 33897803375/67108864
0/1 42031219875/268435456 1000/1 42031219875/268435456
102029912375/134217728 0/1 102029912375/134217728 1000/1
204945636125/268435456 0/1 204945636125/268435456 1000/1
0/1 100624721375/268435456 1000/1 100624721375/268435456
0/1 239157122625/268435456 1000/1 239157122625/268435456
0/1 137947758375/268435456 1000/1 137947758375/268435456
111784635125/268435456 0/1 111784635125/268435456 1000/1
0/1 18962704875/268435456 1000/1 18962704875/268435456
125091128625/268435456 0/1 125091128625/268435456 1000/1
0/1 405963625/4194304 1000/1 405963625/4194304
0/1 170208540625/268435456 1000/1 170208540625/268435456
0/1 205648715375/268435456 1000/1 205648715375/268435456
119585335125/268435456 0/1 119585335125/268435456 1000/1
0/1 11533133125/134217728 1000/1 11533133125/134217728
0/1 153518162625/268435456 1000/1 153518162625/268435456
0/1 53299837625/67108864 1000/1 53299837625/67108864
0/1 86062001875/134217728 1000/1 86062001875/134217728
241845524125/268435456 0/1 241845524125/268435456 1000/1
0/1 2063657875/8388608 1000/1 2063657875/8388608
0/1 86543605625/268435456 1000/1 86543605625/268435456
0/1 3215484125/8388608 1000/1 3215484125/8388608
0/1 121505568875/134217728 1000/1 121505568875/134217728
0/1 41715048375/268435456 1000/1 41715048375/268435456
0/1 111266107125/268435456 1000/1 111266107125/268435456
103957466375/134217728 0/1 103957466375/134217728 1000/1
782522625/4194304 0/1 782522625/4194304 1000/1
27557225875/33554432 0/1 27557225875/33554432 1000/1
0/1 6571326625/8388608 1000/1 6571326625/8388608
0/1 101214677375/268435456 1000/1 101214677375/268435456
104088032875/134217728 0/1 104088032875/134217728 1000/1
114698925125/134217728 0/1 114698925125/134217728 1000/1
93183742625/134217728 0/1 93183742625/134217728 1000/1
0/1 129297040875/268435456 1000/1 129297040875/268435456
0/1 151537846375/268435456 1000/1 151537846375/268435456
63003888875/134217728 0/1 63003888875/134217728 1000/1
205270191875/268435456 0/1 205270191875/268435456 1000/1
0/1 16153869875/33554432 1000/1 16153869875/33554432
2593976375/268435456 0/1 2593976375/268435456 1000/1
163202076125/268435456 0/1 163202076125/268435456 1000/1
4360048875/268435456 0/1 4360048875/268435456 1000/1
0/1 82890132625/268435456 1000/1 82890132625/268435456
0/1 73476123875/134217728 1000/1 73476123875/134217728
105956921875/268435456 0/1 105956921875/268435456 1000/1
0/1 17989475125/268435456 1000/1 17989475125/268435456
104871600375/134217728 0/1 104871600375/134217728 1000/1
71358419625/134217728 0/1 71358419625/134217728 1000/1
49927005625/67108864 0/1 49927005625/67108864 1000/1
0/1 64079276875/134217728 1000/1 64079276875/134217728
0/1 184158096375/268435456 1000/1 184158096375/268435456
0/1 1295807125/16777216 1000/1 1295807125/16777216
0/1 3374452625/8388608 1000/1 3374452625/8388608
0/1 120215176625/134217728 1000/1 120215176625/134217728
195970017375/268435456 0/1 195970017375/268435456 1000/1
24336162125/67108864 0/1 24336162125/67108864 1000/1
57230367875/268435456 0/1 57230367875/268435456 1000/1
38331432625/134217728 0/1 38331432625/134217728 1000/1
0/1 29698269875/67108864 1000/1 29698269875/67108864
151242623375/268435456 0/1 151242623375/268435456 1000/1
118605782875/134217728 0/1 118605782875/134217728 1000/1
43366961125/67108864 0/1 43366961125/67108864 1000/1
43466042875/268435456 0/1 43466042875/268435456 1000/1
0/1 168055794375/268435456 1000/1 168055794375/268435456
0/1 123954484375/268435456 1000/1 123954484375/268435456
30657683625/134217728 0/1 30657683625/134217728 1000/1
12766303125/134217728 0/1 12766303125/134217728 1000/1
240180092625/268435456 0/1 240180092625/268435456 1000/1
142414496875/268435456 0/1 142414496875/268435456 1000/1
36596195375/67108864 0/1 36596195375/67108864 1000/1
5039442375/134217728 0/1 5039442375/134217728 1000/1
0/1 124518929625/134217728 1000/1 124518929625/134217728
0/1 147898994875/268435456 1000/1 147898994875/268435456
6351234625/268435456 0/1 6351234625/268435456 1000/1
195134374875/268435456 0/1 195134374875/268435456 1000/1
0/1 11493095375/134217728 1000/1 11493095375/134217728
0/1 64552740375/268435456 1000/1 64552740375/268435456
4545375125/8388608 0/1 4545375125/8388608 1000/1
237909283875/268435456 0/1 237909283875/268435456 1000/1
0/1 134799944375/268435456 1000/1 134799944375/268435456
0/1 10158262625/16777216 1000/1 10158262625/16777216
0/1 1628124375/8388608 1000/1 1628124375/8388608
108115926625/268435456 0/1 108115926625/268435456 1000/1
0/1 16268536375/134217728 1000/1 16268536375/134217728
210043013125/268435456 0/1 210043013125/268435456 1000/1
140912886625/268435456 0/1 140912886625/268435456 1000/1
102174466125/134217728 0/1 102174466125/134217728 1000/1
0/1 204071217875/268435456 1000/1 204071217875/268435456
0/1 16322502625/268435456 1000/1 16322502625/268435456
0/1 17614556875/268435456 1000/1 17614556875/268435456
222983904875/268435456 0/1 222983904875/268435456 1000/1
102708205625/134217728 0/1 102708205625/134217728 1000/1
0/1 157114995875/268435456 1000/1 157114995875/268435456
0/1 73768059875/134217728 1000/1 73768059875/134217728
0/1 20018906125/134217728 1000/1 20018906125/134217728
207264990125/268435456 0/1 207264990125/268435456 1000/1
0/1 224015270625/268435456 1000/1 224015270625/268435456
200946662875/268435456 0/1 200946662875/268435456 1000/1
0/1 2961334125/268435456 1000/1 2961334125/268435456
174306938125/268435456 0/1 174306938125/268435456 1000/1
109641299625/134217728 0/1 109641299625/134217728 1000/1
0/1 199436611375/268435456 1000/1 199436611375/268435456
0/1 4977897875/134217728 1000/1 4977897875/134217728
0/1 13090167625/67108864 1000/1 13090167625/67108864
0/1 33795375625/67108864 1000/1 33795375625/67108864
0/1 184681025125/268435456 1000/1 184681025125/268435456
0/1 168249666375/268435456 1000/1 168249666375/268435456
31590131375/67108864 0/1 31590131375/67108864 1000/1
0/1 39158403375/134217728 1000/1 39158403375/134217728
49938092625/67108864 0/1 49938092625/67108864 1000/1
248659618625/268435456 0/1 248659618625/268435456 1000/1
0/1 162612706125/268435456 1000/1 162612706125/268435456
0/1 134583572375/268435456 1000/1 134583572375/268435456
0/1 7429621375/33554432 1000/1 7429621375/33554432
0/1 157706362125/268435456 1000/1 157706362125/268435456
0/1 186256049625/268435456 1000/1 186256049625/268435456
0/1 237293735375/268435456 1000/1 237293735375/268435456
0/1 30857970375/268435456 1000/1 30857970375/268435456
214781940125/268435456 0/1 214781940125/268435456 1000/1
0/1 41867967625/67108864 1000/1 41867967625/67108864
3153940125/268435456 0/1 3153940125/268435456 1000/1
0/1 238812824375/268435456 1000/1 238812824375/268435456
0/1 52446425625/134217728 1000/1 52446425625/134217728
0/1 25486759625/67108864 1000/1 25486759625/67108864
34024885375/134217728 0/1 34024885375/134217728 1000/1
60527164375/134217728 0/1 60527164375/134217728 1000/1
106702117875/134217728 0/1 106702117875/134217728 1000/1
231902239625/268435456 0/1 231902239625/268435456 1000/1
0/1 28295502375/33554432 1000/1 28295502375/33554432
0/1 57648955625/67108864 1000/1 57648955625/67108864
0/1 90231640375/134217728 1000/1 90231640375/134217728
14039322875/268435456 0/1 14039322875/268435456 1000/1
205494137625/268435456 0/1 205494137625/268435456 1000/1
250684990875/268435456 0/1 250684990875/268435456 1000/1
0/1 761953375/1048576 1000/1 761953375/1048576
0/1 189917965375/268435456 1000/1 189917965375/268435456
0/1 61854078375/134217728 1000/1 61854078375/134217728
107312771625/134217728 0/1 107312771625/134217728 1000/1
0/1 150950571625/268435456 1000/1 150950571625/268435456
131454785625/268435456 0/1 131454785625/268435456 1000/1
44752463375/67108864 0/1 44752463375/67108864 1000/1
0/1 53056258375/134217728 1000/1 53056258375/134217728
243271117125/268435456 0/1 243271117125/268435456 1000/1
128886714125/268435456 0/1 128886714125/268435456 1000/1
0/1 13136825375/268435456 1000/1 13136825375/268435456
5325189375/8388608 0/1 5325189375/8388608 1000/1
69949206125/134217728 0/1 69949206125/134217728 1000/1
0/1 249714769875/268435456 1000/1 249714769875/268435456
8770564625/16777216 0/1 8770564625/16777216 1000/1
0/1 103788656625/268435456 1000/1 103788656625/268435456
232156759375/268435456 0/1 232156759375/268435456 1000/1
4809873625/33554432 0/1 4809873625/33554432 1000/1
112558337625/268435456 0/1 112558337625/268435456 1000/1
124754841125/134217728 0/1 124754841125/134217728 1000/1
54051457125/134217728 0/1 54051457125/134217728 1000/1
32455590125/134217728 0/1 32455590125/134217728 1000/1
0/1 197521681625/268435456 1000/1 197521681625/268435456
0/1 199164374875/268435456 1000/1 199164374875/268435456
233416375375/268435456 0/1 233416375375/268435456 1000/1
0/1 199715700875/268435456 1000/1 199715700875/268435456
104117508125/134217728 0/1 104117508125/134217728 1000/1
0/1 59029608375/268435456 1000/1 59029608375/268435456
229657511625/268435456 0/1 229657511625/268435456 1000/1
66684162125/268435456 0/1 66684162125/268435456 1000/1
151751342625/268435456 0/1 151751342625/268435456 1000/1
83272311125/268435456 0/1 83272311125/268435456 1000/1
0/1 131475223375/134217728 1000/1 131475223375/134217728
235248857375/268435456 0/1 235248857375/268435456 1000/1
98782858375/268435456 0/1 98782858375/268435456 1000/1
157749562875/268435456 0/1 157749562875/268435456 1000/1
66576488875/67108864 0/1 66576488875/67108864 1000/1
140836862375/268435456 0/1 140836862375/268435456 1000/1
0/1 22112637875/67108864 1000/1 22112637875/67108864
0/1 45821618875/268435456 1000/1 45821618875/268435456
77900181875/134217728 0/1 77900181875/134217728 1000/1
266985878375/268435456 0/1 266985878375/268435456 1000/1
165061586625/268435456 0/1 165061586625/268435456 1000/1
0/1 217630484875/268435456 1000/1 217630484875/268435456
204923564125/268435456 0/1 204923564125/268435456 1000/1
0/1 265553005875/268435456 1000/1 265553005875/268435456
0/1 58172313625/268435456 1000/1 58172313625/268435456
0/1 80945794125/268435456 1000/1 80945794125/268435456
0/1 41944670875/67108864 1000/1 41944670875/67108864
0/1 3779632875/134217728 1000/1 3779632875/134217728
