600
-629122209375/16777216 1752007374375/33554432 -536611153125/33554432 239776565625/8388608
-643101301875/16777216 -276130284375/16777216 -130903648125/4194304 833230464375/33554432
-45688651875/33554432 179906608125/16777216 1710433321875/33554432 -361221391875/33554432
-516369980625/33554432 -202729235625/8388608 -259112345625/8388608 344314078125/16777216
1643929404375/33554432 -354306264375/33554432 -759767319375/16777216 1141144966875/33554432
-159663744375/33554432 -789412228125/33554432 251214898125/16777216 -523444393125/16777216
929769478125/33554432 229361296875/33554432 -1213882378125/33554432 -13398260625/2097152
221466151875/8388608 -1034247583125/33554432 -198332098125/4194304 277124064375/33554432
-329641359375/8388608 25314335625/4194304 -984833536875/33554432 -1273734076875/33554432
-620778463125/16777216 -997109896875/33554432 936130738125/33554432 442158320625/16777216
1228720261875/33554432 828017071875/16777216 -1574022789375/33554432 702848750625/33554432
-1314036406875/33554432 -52408839375/8388608 -1701691250625/33554432 902529020625/33554432
423378489375/16777216 133256383125/8388608 838882100625/33554432 915034336875/16777216
15252871875/8388608 -434988909375/16777216 27313055625/524288 -280323703125/16777216
-4263170625/262144 -141811595625/4194304 273601340625/33554432 -856316810625/16777216
461442466875/16777216 8080610625/33554432 -1036842433125/33554432 -1266356806875/33554432
374094538125/16777216 547883758125/33554432 468958216875/8388608 -707204945625/16777216
-630937216875/16777216 -1888187409375/33554432 543511423125/33554432 -321926008125/8388608
54167656875/33554432 162135718125/16777216 1963064968125/33554432 -356587209375/16777216
-231975358125/16777216 352473343125/33554432 -551844609375/33554432 -472752335625/8388608
320479651875/16777216 -241924426875/4194304 -136972861875/16777216 1627070311875/33554432
-111825031875/4194304 728755989375/33554432 -240573523125/8388608 -411533019375/16777216
-1858312970625/33554432 251628181875/33554432 879264635625/16777216 1187360533125/33554432
143625504375/8388608 522214490625/33554432 1573020256875/33554432 -136412315625/33554432
746427069375/33554432 -439930258125/33554432 1384397394375/33554432 84353986875/4194304
1467062956875/33554432 15813804375/2097152 667739446875/16777216 -78541588125/2097152
-881237525625/33554432 1311400805625/33554432 -204697273125/8388608 989461096875/16777216
-320232639375/8388608 -513431731875/16777216 -1191683259375/33554432 -1389392968125/33554432
-1329518000625/33554432 -197348011875/33554432 -303263015625/16777216 366883494375/33554432
-203662813125/8388608 1006333288125/33554432 -27989008125/33554432 -435240965625/8388608
-840381680625/33554432 1824186534375/33554432 16268743125/16777216 -363438605625/33554432
-194687083125/4194304 112068725625/16777216 -725089831875/33554432 1504660925625/33554432
-160952135625/33554432 117009541875/2097152 14173310625/1048576 1100749693125/33554432
142455121875/16777216 -1740012088125/33554432 -1040227460625/33554432 -1800811490625/33554432
-305667238125/33554432 822785671875/16777216 -1001526958125/33554432 -357224990625/8388608
1180723014375/33554432 -769816385625/33554432 -365929591875/16777216 -194433733125/33554432
1575218015625/33554432 -1867246869375/33554432 -162283340625/8388608 -97997315625/8388608
225227169375/33554432 -1458205760625/33554432 211917181875/4194304 -559098301875/33554432
-153908585625/16777216 -13449755625/4194304 162242716875/4194304 1133977760625/33554432
1831637098125/33554432 -1787891525625/33554432 432112689375/8388608 -532917009375/16777216
25387824375/1048576 1267218200625/33554432 37518148125/1048576 175057460625/33554432
975598989375/33554432 -233531158125/33554432 -443882349375/33554432 947404055625/33554432
1947013096875/33554432 -348179465625/8388608 -1855896845625/33554432 27092769375/33554432
-1486764069375/33554432 -974162514375/33554432 -178667345625/4194304 202679829375/8388608
454802923125/33554432 -187322578125/8388608 985518830625/33554432 -1515691875/131072
15318988125/524288 437891476875/16777216 17252120625/16777216 -103877915625/16777216
7035425625/4194304 1368058310625/33554432 -78164675625/2097152 941677396875/16777216
-1125572480625/33554432 425150270625/8388608 -411198091875/16777216 1523344111875/33554432
143176846875/8388608 387426673125/33554432 -1863433295625/33554432 2050423125/2097152
26731978125/33554432 -1560530315625/33554432 -31967259375/1048576 -847472094375/16777216
-1674125604375/33554432 -307866358125/8388608 601253229375/16777216 -241226349375/8388608
607358154375/16777216 12450065625/1048576 997580004375/33554432 93845615625/33554432
452551820625/33554432 38757230625/8388608 1006496296875/33554432 -447632855625/33554432
-1828191065625/33554432 -756624478125/33554432 897586561875/33554432 -235248106875/16777216
978428263125/16777216 19404950625/524288 -788288690625/33554432 818354600625/33554432
127769244375/8388608 -1583603315625/33554432 -1211340598125/33554432 -1434486868125/33554432
46620343125/8388608 -868762843125/16777216 -1709910219375/33554432 -947243131875/33554432
373301956875/8388608 -1553681960625/33554432 -121479264375/8388608 519265486875/33554432
1098979809375/33554432 296041625625/8388608 234019993125/33554432 4662418125/131072
1620338926875/33554432 -873511344375/16777216 -222370933125/33554432 17908179375/4194304
-324723301875/33554432 8247691875/33554432 -665342555625/33554432 673707838125/16777216
-824810383125/33554432 2402720625/524288 454967855625/33554432 -854072578125/33554432
858118359375/33554432 -1397985073125/33554432 799738190625/16777216 -420512476875/8388608
524339851875/33554432 -1876553904375/33554432 -333318406875/33554432 -46735524375/1048576
-410256931875/16777216 1047019734375/33554432 -376676713125/33554432 1290241539375/33554432
894786853125/33554432 -39447470625/2097152 -156291110625/4194304 338113295625/33554432
-1807111528125/33554432 -526111614375/16777216 599531019375/16777216 468996185625/33554432
462234691875/16777216 210589993125/16777216 -241623328125/8388608 722830966875/33554432
-298154259375/33554432 -719779209375/16777216 -388414355625/16777216 -114931198125/8388608
-121829285625/2097152 70372400625/4194304 -88926819375/8388608 194052485625/8388608
-927085715625/16777216 -872678810625/33554432 -339736239375/16777216 21122623125/16777216
-1788119323125/33554432 -785164160625/16777216 -387170593125/8388608 -346457724375/16777216
-1507114449375/33554432 -670589581875/33554432 -1994417574375/33554432 -404707610625/8388608
-176497201875/16777216 936184426875/16777216 -111120024375/16777216 441846564375/8388608
-847793270625/16777216 503425756875/33554432 -533891143125/16777216 116056509375/8388608
-477513298125/8388608 -143554558125/8388608 -1257913006875/33554432 -722317640625/33554432
473588015625/8388608 122297694375/4194304 -486003339375/16777216 1204711119375/33554432
-735701701875/33554432 167566291875/16777216 -878705435625/33554432 66686743125/2097152
-1084061698125/33554432 -737354870625/33554432 740263921875/16777216 1924848485625/33554432
205484938125/33554432 -467146063125/8388608 -132606808125/16777216 -342307618125/33554432
563702679375/33554432 9552583125/8388608 1398083420625/33554432 811223401875/33554432
1969468130625/33554432 906940175625/33554432 298578515625/33554432 -1506140184375/33554432
79705809375/16777216 90719855625/33554432 -1553269524375/33554432 -776086130625/33554432
109467924375/8388608 690743885625/16777216 211587346875/4194304 45122645625/2097152
-49701418125/16777216 331097011875/8388608 -37200508125/4194304 -24757310625/1048576
248877268125/8388608 82681370625/2097152 209841444375/4194304 400859570625/8388608
8140944375/262144 799778915625/16777216 1550209183125/33554432 -299901935625/33554432
-1090334773125/33554432 1502106703125/33554432 -376970735625/33554432 872125734375/33554432
-1676960038125/33554432 -412793754375/8388608 26719321875/524288 -196367814375/33554432
-314666094375/8388608 -257662876875/33554432 -1509852358125/33554432 -114410491875/33554432
1699028900625/33554432 -350440756875/16777216 909679861875/33554432 659040339375/33554432
-1128956795625/33554432 -71338903125/2097152 -1633643866875/33554432 1366198111875/33554432
1692544468125/33554432 1698437694375/33554432 -766444670625/33554432 -764518318125/16777216
-1413209615625/33554432 -824042956875/16777216 100136263125/16777216 51268299375/33554432
-148196225625/33554432 -393749998125/16777216 71940058125/4194304 -196573194375/33554432
962215085625/33554432 1561730480625/33554432 469304769375/33554432 -988335444375/16777216
-107380153125/8388608 -912971251875/16777216 -1273148398125/33554432 -570328835625/33554432
-210059034375/4194304 -649439746875/16777216 73799506875/33554432 170057529375/33554432
1954335613125/33554432 -1035901453125/33554432 -450569188125/8388608 -1701897058125/33554432
-1411543606875/33554432 467506948125/8388608 -977003675625/33554432 -119723195625/2097152
-116841785625/8388608 -1559705458125/33554432 92828818125/33554432 -265706638125/33554432
-273118674375/8388608 -454235664375/8388608 25052304375/16777216 -1822135843125/33554432
-1931226455625/33554432 -464517159375/33554432 -509527228125/16777216 166810835625/4194304
371133549375/33554432 -1853731153125/33554432 -1841950543125/33554432 -52998020625/1048576
810431176875/16777216 10086609375/262144 -624234500625/33554432 494107955625/33554432
45046539375/1048576 35125393125/1048576 790963273125/33554432 1834065380625/33554432
1776883119375/33554432 -1122137626875/33554432 -448902414375/33554432 141293458125/16777216
790696974375/33554432 392308164375/33554432 704495686875/33554432 -1904380670625/33554432
343393404375/33554432 1889590861875/33554432 56374738125/2097152 -508514405625/33554432
929724133125/16777216 -566898054375/33554432 1352803445625/33554432 -1987865446875/33554432
-845283388125/33554432 71022695625/8388608 -897535933125/33554432 -798945631875/33554432
225146214375/4194304 115669100625/16777216 -802416774375/33554432 -1775450941875/33554432
540694636875/33554432 204474504375/4194304 575070886875/16777216 1607752918125/33554432
-284179269375/33554432 1677759868125/33554432 -87949906875/33554432 -33634138125/33554432
199337506875/4194304 -1040580031875/33554432 -10341868125/2097152 211077875625/8388608
463131125625/16777216 1442524175625/33554432 955032931875/33554432 239651671875/16777216
-188277590625/8388608 193005260625/16777216 384633688125/33554432 489982633125/33554432
-728067605625/16777216 -50268575625/16777216 -17102435625/4194304 104038895625/16777216
1002355460625/16777216 507888466875/16777216 -1580820624375/33554432 540711976875/16777216
-705408913125/16777216 -452152276875/33554432 -1837551305625/33554432 753204294375/16777216
455518524375/8388608 -134870244375/33554432 718078584375/33554432 -4815748125/4194304
55052851875/2097152 359741281875/16777216 -199359339375/16777216 -312286944375/16777216
1464727104375/33554432 -493615044375/16777216 997021164375/16777216 1203377968125/33554432
507016955625/33554432 705568531875/33554432 -1452585819375/33554432 -19832548125/4194304
-351744065625/16777216 863315709375/33554432 895300539375/33554432 -926951285625/16777216
-949949139375/33554432 170338895625/8388608 32151388125/16777216 9748111875/4194304
88294299375/2097152 2013202475625/33554432 -125635678125/4194304 409109000625/33554432
-1259590678125/33554432 -497574316875/33554432 19872759375/4194304 -1251750418125/33554432
1662013089375/33554432 -1361045968125/33554432 -362286920625/16777216 -109004240625/4194304
-342933676875/8388608 235239376875/8388608 192423114375/33554432 -785204589375/16777216
-1318589983125/33554432 352848076875/16777216 1692618163125/33554432 32061260625/1048576
16116118125/2097152 49507921875/8388608 -1370639581875/33554432 -46823491875/16777216
1046381296875/33554432 -117017720625/16777216 1327914875625/33554432 -1027775435625/33554432
207955205625/8388608 -48415921875/2097152 137991118125/16777216 1447291531875/33554432
72572743125/8388608 -1492504408125/33554432 -1513105794375/33554432 374070654375/8388608
665010883125/16777216 1552962714375/33554432 -35191295625/33554432 -1678810700625/33554432
969300676875/16777216 186580216875/33554432 -207328258125/4194304 -1348584744375/33554432
128362779375/16777216 -1025764891875/33554432 -716568718125/33554432 426260619375/33554432
-604487060625/33554432 191549551875/8388608 -1117073660625/33554432 382474719375/16777216
679594081875/33554432 -923360086875/33554432 -946912104375/33554432 358202896875/8388608
-421731991875/16777216 245904913125/4194304 -553734815625/16777216 -579987999375/33554432
-422922193125/33554432 629266078125/16777216 -484010484375/33554432 -447673261875/33554432
-85619776875/33554432 1371541921875/33554432 -25829623125/4194304 -463380024375/33554432
314367669375/33554432 -1503801234375/33554432 1745157294375/33554432 -542728231875/16777216
1486208443125/33554432 -753634321875/33554432 51637246875/2097152 -777350263125/33554432
280462224375/8388608 -174007588125/33554432 -37223881875/2097152 792017563125/16777216
354286798125/33554432 548176925625/16777216 -106770553125/4194304 121364124375/16777216
801116694375/33554432 1303261850625/33554432 427642175625/8388608 548098573125/16777216
-561863960625/16777216 308412616875/8388608 -96875829375/8388608 -1352031819375/33554432
204210403125/33554432 815902396875/16777216 -139118210625/16777216 -514726681875/33554432
-1544074066875/33554432 308969746875/16777216 -465395889375/8388608 -421682199375/8388608
578627236875/33554432 1309888126875/33554432 292312246875/33554432 393456088125/16777216
-454441865625/8388608 -591999076875/33554432 -19376098125/33554432 -1501238368125/33554432
191644378125/16777216 -449370628125/33554432 346967413125/16777216 353031796875/8388608
306186275625/16777216 562797658125/33554432 397364799375/8388608 -78862966875/4194304
1932281431875/33554432 -925213910625/16777216 857270300625/16777216 128060649375/8388608
-23733605625/2097152 1080524533125/33554432 644030060625/33554432 4278691875/131072
1402889510625/33554432 448205326875/33554432 462570894375/33554432 1322114638125/33554432
-399762699375/8388608 -404195465625/8388608 -873511745625/16777216 1367044363125/33554432
-108672350625/2097152 1707755668125/33554432 -1132668886875/33554432 44934680625/33554432
-1587441470625/33554432 -1947796374375/33554432 -1780202338125/33554432 399326420625/8388608
-1284600556875/33554432 -565320796875/33554432 -914953314375/16777216 -302321919375/33554432
441307486875/33554432 124768963125/33554432 -481850428125/16777216 -1771255925625/33554432
-2007676753125/33554432 -471133055625/8388608 248424444375/16777216 -1828313135625/33554432
-320719318125/16777216 132647056875/4194304 -346841023125/8388608 -880919120625/33554432
-1714677721875/33554432 -683972236875/16777216 27516931875/524288 365675364375/33554432
881146520625/33554432 475223206875/33554432 226468666875/4194304 933987744375/16777216
637246434375/33554432 704652534375/16777216 1939036430625/33554432 -937846258125/16777216
-208012494375/16777216 -1458914581875/33554432 -843151423125/33554432 372561170625/8388608
686448440625/16777216 -1717812151875/33554432 518039720625/16777216 -633311885625/16777216
-481975040625/8388608 -1940135041875/33554432 -17448838125/4194304 213557533125/33554432
177809851875/16777216 254706489375/16777216 -73349214375/33554432 -882728218125/16777216
468514333125/8388608 580157818125/33554432 -867726061875/33554432 -207893548125/16777216
271616716875/8388608 -97301878125/4194304 -96326079375/16777216 -1888773834375/33554432
27006301875/524288 -265122418125/16777216 1159925521875/33554432 357758270625/33554432
305128876875/8388608 -56969439375/16777216 378629945625/16777216 269097418125/16777216
242208691875/33554432 -2714383125/131072 1737108215625/33554432 -34146230625/16777216
-144314499375/4194304 540412246875/16777216 -69417151875/8388608 -1774246786875/33554432
-1013080921875/33554432 830011539375/33554432 -960294136875/33554432 -876446848125/33554432
568663565625/16777216 -61851988125/1048576 805034810625/16777216 1452773049375/33554432
345629289375/16777216 1062468050625/33554432 -214480809375/8388608 1412854078125/33554432
42433126875/16777216 992308850625/33554432 491526860625/16777216 1949638685625/33554432
-407229230625/33554432 211314088125/16777216 757158586875/16777216 1917532003125/33554432
-340814874375/16777216 -1221567624375/33554432 1783794375/4194304 186353983125/16777216
-955921996875/33554432 785243855625/33554432 149609979375/4194304 284383010625/33554432
-910205041875/16777216 -64455080625/16777216 -246258924375/16777216 -1466153356875/33554432
-205136844375/8388608 -1916578471875/33554432 883164988125/33554432 1545984375/4194304
114943029375/16777216 -21014308125/4194304 461006810625/16777216 -1373005063125/33554432
430381948125/16777216 -397451799375/33554432 883976236875/16777216 -646050249375/33554432
-66574753125/16777216 -18948178125/524288 -6068851875/131072 302420765625/8388608
849368780625/33554432 302007943125/33554432 -390677986875/8388608 -178566249375/4194304
-310349079375/33554432 246227319375/8388608 -241145949375/4194304 -1344175599375/33554432
-1502843994375/33554432 54174024375/4194304 556212571875/33554432 112359361875/4194304
6527169375/4194304 62944085625/4194304 26701951875/1048576 -1280843356875/33554432
-1517971884375/33554432 873624354375/16777216 -660302090625/33554432 -937406608125/16777216
-283817656875/8388608 215719921875/33554432 -922794875625/16777216 216918594375/8388608
671807731875/33554432 -1365164821875/33554432 275658208125/8388608 -1211510360625/33554432
-890655391875/33554432 -129835246875/8388608 -580430754375/16777216 278202088125/33554432
-117096421875/8388608 660452266875/16777216 -1313099158125/33554432 12453324375/33554432
-1145766046875/33554432 944752524375/16777216 -392721890625/8388608 251846008125/33554432
-759290319375/16777216 -964776804375/33554432 -59524951875/1048576 620161321875/16777216
69971150625/33554432 -58784345625/33554432 27363481875/524288 -1942659268125/33554432
455987739375/33554432 247824991875/8388608 -1296627433125/33554432 -273919764375/33554432
659048116875/16777216 -401662513125/33554432 230686580625/16777216 781168663125/33554432
1130443325625/33554432 -2004720620625/33554432 622300816875/33554432 -644819311875/33554432
-449764093125/16777216 -164015638125/16777216 -596312401875/16777216 -189823906875/33554432
-329758824375/33554432 50207375625/4194304 -678501316875/16777216 -383380651875/8388608
-1746616764375/33554432 91312629375/4194304 396962195625/33554432 -1300415443125/33554432
278213806875/8388608 1062631066875/33554432 1819274341875/33554432 -616190653125/33554432
671810120625/16777216 -962081829375/33554432 791013620625/16777216 -1387277690625/33554432
-311298624375/33554432 -623353854375/33554432 -192811726875/8388608 905097961875/33554432
-141916550625/4194304 -317685211875/33554432 -1030570179375/33554432 64865829375/33554432
-1898572880625/33554432 693353780625/16777216 302182280625/16777216 491943301875/8388608
39425341875/16777216 649292098125/33554432 321431533125/16777216 193700195625/8388608
-62886459375/1048576 -358497189375/33554432 1853792908125/33554432 -494496886875/8388608
335698340625/33554432 132547426875/4194304 -112505709375/8388608 933134319375/33554432
-127327160625/8388608 -1481017231875/33554432 1115104936875/33554432 1424768911875/33554432
352558569375/8388608 460687888125/16777216 -1999946593125/33554432 -776391395625/16777216
680873071875/33554432 249622250625/4194304 -313410208125/8388608 1917821581875/33554432
-351084811875/8388608 1769816765625/33554432 -340915700625/33554432 24446266875/4194304
-607672659375/33554432 1022208309375/33554432 -117742273125/2097152 327789418125/33554432
16296669375/1048576 -1161781153125/33554432 -1318404433125/33554432 -549558500625/16777216
476835905625/33554432 -470794111875/16777216 182906353125/4194304 -930342103125/33554432
-279613816875/16777216 449311659375/8388608 1536602180625/33554432 -1855803808125/33554432
1693994034375/33554432 1939930745625/33554432 60990609375/1048576 -210583295625/16777216
76587695625/8388608 -363122698125/8388608 -163449170625/8388608 36378673125/4194304
916609906875/16777216 65215483125/33554432 1717379926875/33554432 1128973569375/33554432
802933393125/16777216 -992171128125/33554432 -2001725353125/33554432 -364363816875/33554432
-1867853986875/33554432 987268125/524288 10632354375/262144 729728315625/33554432
1101546849375/33554432 318711358125/8388608 -673042471875/33554432 -1990253593125/33554432
-1022069319375/33554432 1308196063125/33554432 -1521556100625/33554432 -741917615625/16777216
965567368125/16777216 -20969634375/4194304 272303724375/16777216 107482723125/2097152
1778105525625/33554432 1734357665625/33554432 447753815625/33554432 214154169375/33554432
-1740862659375/33554432 -628925581875/33554432 66461825625/4194304 -1885183809375/33554432
-100759933125/33554432 467126555625/8388608 -39952134375/1048576 -396804320625/33554432
-1942124645625/33554432 -1588903078125/33554432 164560006875/16777216 747301359375/16777216
-305425906875/33554432 454693591875/8388608 1272644570625/33554432 -1657547559375/33554432
310909591875/16777216 233570904375/16777216 -1986938409375/33554432 1793074291875/33554432
-122341700625/8388608 646367266875/33554432 1250782726875/33554432 238769383125/4194304
-160083331875/4194304 -169214491875/8388608 1707608851875/33554432 -273924073125/33554432
-462451145625/16777216 228534571875/16777216 4295788125/1048576 63096260625/4194304
968407719375/33554432 320482153125/8388608 26202189375/33554432 427503455625/8388608
937399231875/16777216 -791264668125/16777216 -274562859375/8388608 475440973125/33554432
-375398334375/16777216 -363150534375/33554432 10744993125/1048576 -441387339375/16777216
239916406875/4194304 582121730625/33554432 194766455625/8388608 -319421064375/16777216
49977148125/16777216 633856903125/33554432 1881118408125/33554432 -23778031875/524288
200088121875/16777216 -1166690653125/33554432 -1906098459375/33554432 -1783852888125/33554432
-504993639375/16777216 -1255865625/4194304 -252800034375/33554432 735701791875/33554432
657344274375/16777216 1635731754375/33554432 545858435625/16777216 -90820910625/4194304
-855841888125/16777216 1143846200625/33554432 -1443576549375/33554432 -1653667160625/33554432
-467146093125/8388608 152235871875/4194304 -1683453999375/33554432 -142950283125/16777216
1914777841875/33554432 1268740198125/33554432 1807573963125/33554432 -388914691875/8388608
80667493125/8388608 142285723125/4194304 317870653125/33554432 99929210625/8388608
-84598535625/2097152 1672824553125/33554432 271060074375/8388608 -675602068125/16777216
1999108209375/33554432 -480820423125/16777216 901246595625/33554432 -283448960625/8388608
-98048626875/16777216 1491011476875/33554432 411729988125/33554432 946006644375/16777216
218369566875/4194304 -234209278125/16777216 779946328125/33554432 -603982539375/33554432
-1938775633125/33554432 399128926875/8388608 -489429406875/33554432 -95329029375/4194304
412536575625/8388608 -1866554416875/33554432 1436855135625/33554432 261605555625/16777216
379063618125/33554432 -1500796704375/33554432 -943408670625/16777216 876117725625/33554432
-805450775625/33554432 574006149375/33554432 878901916875/16777216 -4419624375/524288
-313779234375/33554432 -1204700285625/33554432 -627909196875/33554432 448797339375/8388608
-751457713125/16777216 618326923125/16777216 86084199375/16777216 -1995522181875/33554432
-885624556875/16777216 -108398713125/33554432 -1750142503125/33554432 -766038706875/33554432
-867182776875/16777216 -1177046776875/33554432 122514991875/16777216 -59307868125/2097152
875159540625/16777216 1000257699375/16777216 711571651875/33554432 -385105888125/8388608
788287228125/16777216 463954974375/16777216 -320792563125/16777216 743649151875/16777216
-486596900625/16777216 1365406374375/33554432 61683410625/33554432 -2589046875/16777216
-1789587485625/33554432 1120728969375/33554432 1770341563125/33554432 -741430689375/33554432
-552404075625/33554432 493982919375/16777216 -1449670696875/33554432 227992224375/33554432
-494138514375/33554432 1413988693125/33554432 634045445625/16777216 647974434375/33554432
1073191543125/33554432 -1119566994375/33554432 133935695625/8388608 -470936131875/33554432
-248126829375/4194304 299470858125/33554432 -1917312031875/33554432 -50202616875/33554432
-1047929585625/33554432 -624870819375/16777216 76738955625/8388608 -850810179375/33554432
1495051411875/33554432 177681331875/33554432 77045533125/8388608 -180779743125/4194304
-1370124241875/33554432 1865538961875/33554432 543408736875/33554432 492167173125/16777216
123250468125/8388608 -841235949375/33554432 -91431091875/2097152 466185898125/16777216
-611803149375/16777216 -423494686875/33554432 223440024375/8388608 -1347064288125/33554432
-190584744375/33554432 -565563429375/16777216 -92092963125/33554432 -1373098276875/33554432
-47080183125/8388608 -663877775625/33554432 46975693125/33554432 -1827943370625/33554432
-1418278576875/33554432 100013994375/33554432 -499549951875/16777216 971546011875/16777216
1679050385625/33554432 -469879966875/8388608 -875613061875/33554432 50318034375/16777216
1825768708125/33554432 1064461006875/33554432 397307979375/33554432 1083550179375/33554432
-97002575625/2097152 -1695676475625/33554432 -38272981875/33554432 948944728125/16777216
-1727301868125/33554432 412612708125/33554432 -535798269375/16777216 -78020079375/8388608
-379625679375/8388608 -1058251393125/33554432 86213293125/8388608 1052958376875/33554432
-565322938125/33554432 762156924375/33554432 1780619371875/33554432 782382999375/16777216
-744763831875/16777216 -364978633125/33554432 1847525720625/33554432 724476391875/33554432
-204311135625/16777216 -595047658125/33554432 -426045826875/8388608 -1653004171875/33554432
393949591875/8388608 1613132240625/33554432 834141766875/33554432 -5171375625/33554432
76422564375/2097152 122842539375/2097152 753057309375/33554432 1197273759375/33554432
-1428012781875/33554432 1844286661875/33554432 -570268141875/33554432 -746659359375/16777216
-1198636595625/33554432 1856849383125/33554432 -154532266875/16777216 -436573276875/8388608
189038836875/4194304 -180409411875/4194304 136702243125/33554432 803752044375/16777216
297985415625/16777216 472840509375/16777216 -1876490338125/33554432 1550472121875/33554432
-210007801875/33554432 -1842028715625/33554432 -4211229375/4194304 -148697761875/33554432
-821400571875/33554432 -1950401446875/33554432 -901858970625/16777216 -486643734375/8388608
1175665209375/33554432 362157534375/33554432 1059806690625/33554432 -1004055234375/16777216
151192734375/16777216 688650538125/33554432 -264873898125/33554432 -220107766875/8388608
1001277118125/33554432 -150201905625/8388608 1260504091875/33554432 -1263563821875/33554432
61029804375/2097152 -153034033125/33554432 -223092571875/4194304 1100691871875/33554432
-679168580625/16777216 -1696674860625/33554432 -781022469375/33554432 -206815336875/33554432
308710348125/8388608 104105364375/2097152 406202784375/8388608 -151291884375/16777216
253200991875/33554432 -141965233125/33554432 299900060625/33554432 -1133303709375/33554432
-1441450438125/33554432 6274599375/131072 142482729375/16777216 -95663536875/2097152
1716447268125/33554432 -468157430625/8388608 217907019375/4194304 -2658538125/65536
-860062741875/33554432 230269768125/8388608 104636593125/8388608 -307391225625/16777216
828139588125/33554432 -150901453125/33554432 -1491879800625/33554432 64683455625/8388608
-1976447686875/33554432 162847194375/8388608 365570330625/33554432 107281963125/2097152
-431119996875/33554432 -1046178061875/33554432 -262146650625/8388608 488038348125/8388608
201080900625/16777216 -271024573125/33554432 -378057523125/33554432 108220524375/16777216
-538102550625/16777216 1910349898125/33554432 -1047882211875/33554432 620950715625/16777216
987934355625/33554432 1733915030625/33554432 -318283254375/8388608 18738125625/8388608
-336080893125/16777216 -12182773125/8388608 -823708843125/16777216 440283969375/16777216
-423430685625/16777216 -1030158328125/33554432 -1224992724375/33554432 117998769375/2097152
-901734129375/33554432 -525578443125/33554432 684502269375/16777216 338583091875/33554432
-74525934375/16777216 430037761875/8388608 396063403125/33554432 578222623125/33554432
960499670625/16777216 1497925580625/33554432 361724319375/33554432 40704375/1024
1088786758125/33554432 307881106875/16777216 912804988125/33554432 168254233125/16777216
1531256536875/33554432 -886041819375/16777216 -255626424375/16777216 -776752010625/16777216
