2200
-36022160625/262144 3136405971875/16777216 -4651437360625/33554432 3536870583125/16777216
3434233350625/16777216 -860595924375/33554432 5113296601875/33554432 -5517260863125/33554432
-1659568673125/33554432 -3744722623125/33554432 -794145666875/8388608 -267522619375/33554432
215288019375/8388608 2996555326875/33554432 1115606215625/8388608 1383139195625/16777216
854235999375/16777216 -2686167240625/16777216 5172964740625/33554432 1092450899375/33554432
2598128066875/33554432 -4737271543125/33554432 -11908290625/262144 909715998125/16777216
-2556439799375/16777216 3678075410625/33554432 1646316271875/16777216 -707362734375/8388608
-278137000625/33554432 -2775233814375/33554432 582712508125/16777216 512837510625/4194304
-5756733544375/33554432 -4751057678125/33554432 -5552016091875/33554432 444266920625/2097152
-1775454553125/8388608 2375447958125/33554432 895392416875/16777216 3606319000625/16777216
90695666875/8388608 1151273303125/33554432 -4300432324375/33554432 -1334814119375/33554432
279974990625/16777216 1474073624375/33554432 -97279675625/33554432 -472536961875/4194304
-2481835118125/33554432 -2705328649375/33554432 7297179608125/33554432 3568868565625/16777216
-3681092628125/16777216 2723774563125/16777216 -1337344449375/16777216 -4481531333125/33554432
-2896813871875/33554432 -6266023066875/33554432 6495491605625/33554432 4273101449375/33554432
435782634375/2097152 -1089192823125/16777216 -2749540165625/33554432 -5061422458125/33554432
-91320625/262144 7056948669375/33554432 1118868540625/33554432 803986184375/4194304
2747613103125/33554432 -175006926875/33554432 -3185842158125/16777216 -1674978793125/33554432
265588558125/16777216 1007504513125/33554432 -1197794159375/8388608 -5435782240625/33554432
-1310104448125/16777216 227566920625/1048576 -2617693120625/33554432 -727732080625/33554432
459121210625/4194304 -907013710625/4194304 -2765112645625/16777216 -6013807325625/33554432
148999778125/2097152 1929149413125/16777216 2526650135625/33554432 2654110944375/16777216
6348305390625/33554432 -6340801988125/33554432 -64552626875/524288 32641929375/2097152
-329924175625/2097152 -4722547286875/33554432 -4163881473125/33554432 -1654493383125/8388608
6942260648125/33554432 -2056416663125/33554432 -198694656875/8388608 -816547785625/4194304
-1502637695625/33554432 -223863014375/16777216 88800614375/524288 -2623964866875/16777216
832130646875/8388608 -2689587484375/16777216 3824995625/8388608 -4578024213125/33554432
451665163125/8388608 4568578004375/33554432 -269738101875/33554432 -513723684375/33554432
1831055909375/33554432 -1705838454375/8388608 1053614258125/33554432 -46250758125/262144
1719586611875/16777216 3105314540625/33554432 1194297410625/33554432 1333428518125/33554432
-2540303583125/16777216 821397121875/4194304 -561044488125/33554432 3152994893125/16777216
6487766154375/33554432 869619705625/33554432 -7124050498125/33554432 2821070965625/16777216
-93400786875/1048576 1869882334375/16777216 -3279469991875/16777216 -2198196900625/16777216
3558203226875/16777216 -1623769819375/8388608 2066344204375/33554432 1219137101875/8388608
930921495625/16777216 -403163055625/16777216 -267292458125/16777216 -656837671875/4194304
4466107683125/33554432 218783736875/1048576 -622539011875/4194304 5946653604375/33554432
1924146585625/33554432 5352829013125/33554432 -196296051875/2097152 -507235554375/16777216
869536229375/4194304 -2274814746875/33554432 709121730625/33554432 -5929374515625/33554432
592785771875/8388608 58409016875/8388608 -2371703846875/16777216 600537499375/4194304
-5846760514375/33554432 -3301445544375/16777216 -714313139375/4194304 -415154018125/16777216
-5338613699375/33554432 1112693360625/8388608 -6071779663125/33554432 -3398694289375/16777216
2256037691875/33554432 4641209670625/33554432 34666809375/1048576 182727084375/2097152
-4639307041875/33554432 29959744375/16777216 -554304251875/33554432 3604304171875/33554432
1630849639375/8388608 358421600625/33554432 -1167452281875/8388608 -1375931129375/16777216
3551617691875/16777216 -4012217336875/33554432 5079041996875/33554432 -1968045000625/16777216
-1584000075625/8388608 -4183933593125/33554432 -181496500625/33554432 1552538783125/8388608
-1806711575625/33554432 3245731836875/33554432 3102939035625/33554432 1381159305625/8388608
909321881875/16777216 4256054914375/33554432 -6912216031875/33554432 -1810942780625/16777216
-481452118125/16777216 -6835917185625/33554432 2243190049375/16777216 -6702578086875/33554432
-341011020625/4194304 -531372620625/16777216 2093308353125/16777216 -1190239579375/16777216
1696976125625/16777216 -570368583125/8388608 390367058125/8388608 -3210602388125/16777216
2958591466875/33554432 6853185178125/33554432 282267899375/2097152 6444436590625/33554432
-2036256660625/33554432 -5797342629375/33554432 -805105448125/33554432 5634183658125/33554432
5588512606875/33554432 762845840625/4194304 -730508618125/8388608 494624136875/8388608
3986682858125/33554432 -1090694474375/33554432 -378495913125/4194304 1208682715625/33554432
398019648125/4194304 3368499591875/16777216 -6882001396875/33554432 -82742144375/2097152
5698269616875/33554432 4381766393125/33554432 -43835185625/262144 -676040674375/16777216
1175781660625/33554432 5250999675625/33554432 663124433125/16777216 6314540931875/33554432
987241069375/33554432 2671358353125/16777216 2926997376875/33554432 2517307271875/33554432
-492908356875/4194304 -3282316159375/16777216 862691644375/8388608 5437412908125/33554432
-840007471875/16777216 -187664970625/33554432 -3176860011875/16777216 -3027889734375/16777216
-6685510995625/33554432 -364039493125/4194304 -443855286875/16777216 6398668615625/33554432
-1108438271875/33554432 -2145948261875/33554432 -3327478350625/33554432 -1212093348125/16777216
-3600459176875/16777216 1577768878125/33554432 84945554375/2097152 -2506485293125/16777216
-256949171875/8388608 341669700625/4194304 133094534375/4194304 -1080984348125/8388608
1868191771875/16777216 -419993358125/33554432 -642691575625/16777216 -179069941875/1048576
323967483125/16777216 4232898690625/33554432 -204809611875/4194304 -155242635625/33554432
783954235625/4194304 5830733335625/33554432 6464873600625/33554432 -1780868423125/33554432
194242640625/1048576 6823220160625/33554432 4702617926875/33554432 -2082229868125/16777216
5128220535625/33554432 775557151875/16777216 3487060383125/33554432 -1097407485625/16777216
412647503125/33554432 -1912847413125/16777216 2807953204375/16777216 -3660815365625/16777216
53160298125/16777216 154542100625/1048576 -118668034375/33554432 1444657163125/8388608
-1172013596875/8388608 -5399675331875/33554432 -2303269375/16777216 -4740180548125/33554432
1199049218125/16777216 3209494963125/33554432 760324434375/16777216 -101724596875/16777216
-1644686718125/8388608 263618375625/16777216 4474084333125/33554432 -500696549375/33554432
-3597627268125/16777216 902560456875/33554432 -1213175170625/16777216 -385814818125/16777216
7921436875/1048576 -4121918013125/33554432 -2931848734375/33554432 -4295559599375/33554432
4783863514375/33554432 -331184294375/8388608 -670350291875/16777216 -4783254334375/33554432
-1128275933125/16777216 -597854434375/33554432 3527974264375/16777216 -6998588045625/33554432
2027430625/262144 3709127654375/33554432 -6432385623125/33554432 -1283178923125/33554432
186511593125/16777216 1951622124375/33554432 1632208661875/8388608 -834873730625/4194304
263922690625/33554432 6133392849375/33554432 2971617955625/33554432 -3543136155625/33554432
6530807669375/33554432 238997460625/8388608 -3285975089375/33554432 -2484611861875/16777216
-4584800419375/33554432 4022266263125/33554432 78011869375/16777216 648258070625/8388608
4414941623125/33554432 -635679364375/16777216 -979656720625/16777216 -2644993731875/16777216
392862036875/4194304 4905563513125/33554432 -140141148125/4194304 1129478851875/16777216
-2406805451875/16777216 -5203870299375/33554432 4826981479375/33554432 1442826625625/8388608
-184105838125/2097152 646742215625/8388608 642212828125/16777216 -305974659375/8388608
-800804530625/4194304 3323523053125/16777216 1256921881875/33554432 5087520205625/33554432
-694548394375/4194304 6013347168125/33554432 -1605976769375/16777216 -350383680625/2097152
-872428390625/33554432 764436454375/16777216 5577445974375/33554432 -1811679519375/33554432
-3091648319375/16777216 3154107130625/16777216 182173289375/8388608 701172168125/16777216
-407836020625/2097152 -7088886536875/33554432 1781189183125/16777216 2858964356875/33554432
32061954375/16777216 663073764375/4194304 276742915625/33554432 4955107293125/33554432
-1939938708125/16777216 -845266640625/33554432 -600936111875/8388608 2273442043125/33554432
-665177761875/4194304 1050663191875/8388608 -4960515676875/33554432 697348403125/8388608
6166585803125/33554432 -2093551865625/16777216 1564696203125/16777216 4842802971875/33554432
1375408794375/33554432 379476453125/2097152 1833444036875/8388608 -696529975625/33554432
839665674375/8388608 561047375625/16777216 -2419227064375/16777216 -922888401875/33554432
-1776137474375/8388608 451703786875/16777216 3263673661875/33554432 1694596591875/8388608
-18242736875/524288 -1034948701875/8388608 -5737802544375/33554432 2767014531875/16777216
247692465625/2097152 242910944375/8388608 -3543857439375/16777216 -323710385625/33554432
3135387715625/16777216 517027451875/4194304 -67809589375/8388608 123252600625/2097152
1843240733125/33554432 3680874236875/16777216 -329587025625/8388608 -2773446809375/16777216
-3337046576875/33554432 6564084690625/33554432 -220599575625/33554432 325341259375/16777216
-2585058265625/33554432 -396319556875/33554432 1023574110625/16777216 3587333028125/16777216
682147929375/4194304 -4153988953125/33554432 -1517757044375/16777216 -930359189375/8388608
1169229304375/8388608 658093514375/8388608 -5621235049375/33554432 1699703891875/8388608
5108519329375/33554432 3155425810625/16777216 3327902331875/16777216 -4472482636875/33554432
-2541846786875/33554432 -4304392640625/33554432 -1248425110625/8388608 -5244145465625/33554432
-131386688125/1048576 -108560945625/1048576 -663198518125/33554432 683153384375/8388608
171515004375/33554432 -4904503759375/33554432 -1676556289375/8388608 4669278989375/33554432
2074813125/1048576 -5271067800625/33554432 3634040788125/16777216 -3545511949375/33554432
-2282599419375/33554432 1755573950625/33554432 -6967812644375/33554432 281748988125/8388608
5610923264375/33554432 -1031431685625/16777216 938635218125/16777216 -3842055050625/33554432
-714010886875/8388608 308479469375/8388608 519518429375/33554432 -1390712200625/33554432
4881477569375/33554432 111721341875/16777216 5211046644375/33554432 -7249947711875/33554432
-6030021023125/33554432 -604555139375/8388608 6697663726875/33554432 -3856561658125/33554432
305571674375/16777216 1716827963125/8388608 1269939900625/8388608 -421493551875/16777216
6740135868125/33554432 349643806875/4194304 -7201812935625/33554432 -786972085625/33554432
7355928641875/33554432 -410610055625/8388608 -2036314740625/33554432 -248350788125/8388608
-1016161141875/8388608 -1489769840625/16777216 -4457709829375/33554432 -3537362613125/33554432
-3065151491875/33554432 197388365625/16777216 -70298119375/33554432 -3179397588125/33554432
-5022924314375/33554432 3879443651875/33554432 3332392270625/33554432 817280646875/8388608
-2991053278125/16777216 5966254559375/33554432 -1560248064375/33554432 -3433312031875/16777216
-1211567988125/16777216 5940734036875/33554432 3360652989375/33554432 6361327218125/33554432
-1859576008125/33554432 736714501875/33554432 11864744375/16777216 1257178278125/16777216
-6039341749375/33554432 -293672218125/16777216 -7075005925625/33554432 199442450625/1048576
3587290045625/33554432 -3389747370625/33554432 5384192556875/33554432 -6399334005625/33554432
886265001875/16777216 6528825235625/33554432 5075693761875/33554432 5160919616875/33554432
-89363388125/524288 1793741819375/8388608 -6590051153125/33554432 -3859445101875/33554432
-6284535461875/33554432 -6993599146875/33554432 5711694883125/33554432 -3625031733125/33554432
2013955673125/33554432 -6051866514375/33554432 121793010625/8388608 -1041167730625/8388608
1638018160625/8388608 873381086875/4194304 -2514735155625/33554432 -1840328716875/8388608
124411354375/2097152 -1801404804375/8388608 1839352521875/8388608 -2131875329375/33554432
2242718726875/16777216 458607991875/8388608 -507621668125/16777216 1788308809375/16777216
-2714283653125/16777216 1334792256875/8388608 -1604457160625/16777216 1779300785625/16777216
-2934067255625/16777216 -440423768125/16777216 -2258008149375/16777216 -3674425500625/33554432
-4515039450625/33554432 737354124375/33554432 -5694791334375/33554432 -5026860540625/33554432
1344994055625/16777216 12419584375/524288 590440131875/33554432 2596447473125/33554432
-30453204375/1048576 -2916472755625/33554432 -3114651643125/33554432 1017719278125/8388608
-6061393751875/33554432 7172702136875/33554432 49481911875/33554432 -1700019674375/33554432
1680672021875/33554432 -2865128000625/33554432 -752640205625/33554432 -878815843125/33554432
-3419036548125/33554432 5456106019375/33554432 -5057453163125/33554432 40143544375/4194304
3665234986875/33554432 2992905925625/16777216 6624204269375/33554432 1052722955625/8388608
-422433061875/4194304 -6306879019375/33554432 -527425600625/16777216 -1094602939375/16777216
-3478896100625/16777216 -91575185625/2097152 6716551318125/33554432 -498017513125/8388608
1125051379375/33554432 2149595023125/33554432 -4665421839375/33554432 -854452850625/16777216
3022317326875/33554432 5755262088125/33554432 3277365733125/16777216 203643501875/1048576
1146570418125/33554432 105647705625/2097152 -70050289375/1048576 3504403945625/33554432
-836560965625/16777216 86816681875/4194304 -2278157385625/16777216 -3213558899375/16777216
-2513952684375/16777216 -6349053528125/33554432 2252284890625/16777216 1792839888125/33554432
5512051166875/33554432 -5166802059375/33554432 3165395509375/33554432 41526079375/33554432
-111411018125/1048576 6194240944375/33554432 -225376091875/16777216 752709326875/8388608
506639340625/8388608 1513187108125/8388608 -2160200521875/16777216 -1920121149375/33554432
513433023125/8388608 46950509375/262144 856070565625/4194304 2227695435625/33554432
-3653840513125/16777216 2387036925625/33554432 -3885664385625/33554432 -610906305625/4194304
354976098125/33554432 -2481985831875/16777216 4709214406875/33554432 466426049375/8388608
4338235419375/33554432 3668663370625/16777216 -1026828254375/8388608 3390518250625/16777216
2493905019375/33554432 5393954809375/33554432 310074826875/33554432 647559639375/4194304
-3811508050625/33554432 4316983735625/33554432 1689230008125/16777216 614072930625/33554432
1221658246875/33554432 3668290993125/16777216 -892920730625/33554432 -1310237534375/33554432
2806865084375/33554432 5473438169375/33554432 3313726618125/33554432 -1988936544375/33554432
-1534115790625/33554432 -3499690734375/33554432 -3663256031875/33554432 623362898125/4194304
344595865625/8388608 4501636129375/33554432 -3512732361875/16777216 2161359976875/33554432
-3166802120625/33554432 -7206892543125/33554432 -6396881005625/33554432 6952942899375/33554432
5369993426875/33554432 -1638402693125/33554432 -441000773125/33554432 -5627414491875/33554432
-1168349304375/16777216 -336799368125/4194304 -3283736905625/16777216 -3836995133125/33554432
-6708307065625/33554432 -1857752785625/16777216 -3391557420625/33554432 -478669874375/16777216
5863333884375/33554432 2638449735625/16777216 -1604111595625/16777216 80177686875/16777216
-4762475898125/33554432 3898386091875/33554432 5588959041875/33554432 -828121861875/8388608
-748832913125/16777216 1728035766875/33554432 -483124035625/16777216 -1011893293125/16777216
-2153503364375/33554432 1952156820625/33554432 1653939959375/33554432 123307064375/1048576
23580748125/2097152 7188622533125/33554432 -7307027096875/33554432 -2653383486875/16777216
-1369852818125/8388608 -4134324610625/33554432 6258032254375/33554432 -341102031875/2097152
-1276885946875/33554432 -6289105604375/33554432 -1414821423125/16777216 4578902411875/33554432
-124493400625/8388608 -130571340625/16777216 3625017680625/16777216 -6926770668125/33554432
314848593125/16777216 878088591875/16777216 -7283547899375/33554432 4545277391875/33554432
2917221305625/16777216 484604360625/8388608 -6693701265625/33554432 383899154375/16777216
1360685926875/16777216 -5265911371875/33554432 -1144889439375/16777216 -296691621875/2097152
-16488924375/131072 -176449645625/2097152 -622667161875/33554432 2028128788125/16777216
-3517587156875/16777216 611636843125/8388608 2368656530625/16777216 2207329458125/33554432
1527098271875/33554432 -273391655625/16777216 -777684056875/8388608 529956081875/33554432
1814163346875/16777216 258035023125/33554432 -2519323351875/16777216 -2646997395625/33554432
-7229380351875/33554432 5807198615625/33554432 552410615625/4194304 6687127129375/33554432
5971537900625/33554432 -58386411875/1048576 785716600625/8388608 17608078125/2097152
378813400625/4194304 2409787098125/16777216 -757452031875/4194304 1717074046875/16777216
-652514726875/4194304 -2841431924375/16777216 1298343055625/16777216 -60347904375/1048576
-254581174375/4194304 -2341612370625/33554432 -4720534451875/33554432 -5896530935625/33554432
-2788920729375/33554432 -862692579375/33554432 -1985641838125/16777216 2410517250625/33554432
-892139194375/8388608 3420314019375/33554432 -2876375486875/33554432 -271336003125/4194304
1700187369375/33554432 -4841491400625/33554432 1971041565625/33554432 331499581875/4194304
1338281566875/16777216 -3435206218125/33554432 -2084006271875/16777216 -941245078125/33554432
-1101703219375/33554432 2310487375625/33554432 -424447890625/2097152 -482305456875/4194304
6957431036875/33554432 -940453476875/16777216 -931894665625/33554432 -1092935765625/33554432
-2363290098125/16777216 5129167828125/33554432 -2104012783125/33554432 -6336763021875/33554432
792322471875/8388608 -7324657594375/33554432 4519771581875/33554432 3568425183125/16777216
-809199496875/33554432 2330149614375/16777216 -2790786425625/16777216 462491775625/16777216
1095167239375/16777216 -1830477474375/16777216 -1837141741875/8388608 -1846753720625/33554432
389178508125/33554432 -1162874329375/8388608 179704806875/33554432 -19302435625/131072
198161115625/16777216 514773441875/16777216 -1129345009375/33554432 2214930843125/16777216
1680895734375/16777216 -5280804189375/33554432 5246245805625/33554432 2097864896875/33554432
1956965223125/16777216 2573531778125/16777216 3245279750625/16777216 3604434838125/33554432
-3504804290625/33554432 1839199346875/16777216 -1648898081875/16777216 -463378678125/4194304
3330056888125/16777216 -225925651875/1048576 779643129375/4194304 1918910351875/16777216
-555865069375/4194304 825837863125/8388608 538769570625/4194304 167263146875/4194304
6131725854375/33554432 -6283780545625/33554432 -2733694156875/16777216 -5579456733125/33554432
1399805886875/8388608 7294609114375/33554432 -4134749430625/33554432 1220949984375/8388608
-2116884694375/33554432 -988362340625/16777216 -3086147631875/33554432 275345393125/33554432
2143563695625/33554432 6804764649375/33554432 7194601445625/33554432 7376875391875/33554432
-430627924375/8388608 1348816060625/16777216 6762559711875/33554432 -2413023724375/33554432
-2475760698125/16777216 553574498125/8388608 5388332901875/33554432 6969166221875/33554432
-6334962184375/33554432 505953971875/8388608 1450894465625/8388608 4214216634375/33554432
329563128125/4194304 4685819331875/33554432 -551737676875/8388608 -2685050369375/16777216
764571740625/8388608 4200198619375/33554432 2166848976875/33554432 -1386022199375/16777216
1728760323125/16777216 -2363209688125/33554432 -200515033125/4194304 -1117850009375/33554432
-1020926080625/33554432 -577303959375/16777216 1775981741875/33554432 -3249526575625/33554432
-400511959375/2097152 -7141283139375/33554432 15469898125/16777216 3501379275625/16777216
-706233708125/16777216 -508031706875/16777216 -4390343120625/33554432 -6663479975625/33554432
-3467045264375/33554432 -42915420625/8388608 7039580329375/33554432 2256089419375/33554432
4573170531875/33554432 -5420598816875/33554432 287677479375/16777216 -1865570939375/16777216
2587212354375/16777216 -352512689375/33554432 6100555704375/33554432 -79570651875/16777216
14323120625/262144 359342231875/16777216 789562338125/16777216 -493489899375/33554432
-3096115735625/16777216 267476611875/8388608 3769733818125/33554432 5581417056875/33554432
2608624459375/33554432 674600361875/33554432 -2145920981875/33554432 200460404375/4194304
-2404764855625/33554432 -75933075625/2097152 -107678786875/16777216 -2454320158125/33554432
6824695673125/33554432 -6325967594375/33554432 1108246376875/16777216 2596893481875/16777216
1832749249375/8388608 -5670443549375/33554432 -2764952114375/16777216 -2593459625625/33554432
-1788582736875/33554432 2136627301875/33554432 1265564733125/16777216 -4445397584375/33554432
2663651478125/33554432 1605075635625/8388608 -3219976519375/16777216 3158265378125/16777216
221316005625/4194304 1136929715625/16777216 6464524625625/33554432 1964876436875/16777216
6295336169375/33554432 924985730625/8388608 -3581928109375/16777216 1418636099375/8388608
-40544466875/16777216 -7282593745625/33554432 1663235358125/8388608 997894583125/33554432
300302193125/8388608 1731940299375/33554432 84899375/2097152 -2877063550625/16777216
-2909066070625/16777216 597615170625/33554432 -672347809375/16777216 -1607765121875/8388608
403845303125/4194304 -1569478618125/33554432 315478109375/16777216 -2069489998125/33554432
2766868891875/16777216 -6983662901875/33554432 1599932283125/33554432 103831495625/524288
1052144341875/33554432 -1714865714375/16777216 1036616123125/16777216 4177599256875/33554432
-542245529375/8388608 2073552765625/16777216 45615343125/2097152 19785184375/2097152
-1150893115625/8388608 -2573256434375/33554432 -2474420031875/16777216 -1520820269375/16777216
-12678881875/1048576 674094389375/4194304 -1169258289375/8388608 1728496873125/16777216
462649171875/8388608 -6182199313125/33554432 1287700651875/8388608 -1528981939375/33554432
-410873780625/2097152 732374121875/8388608 3111455386875/33554432 -7269589655625/33554432
-488382833125/8388608 3144011564375/16777216 2560141409375/33554432 -1344955679375/8388608
-2405033943125/33554432 4252137704375/33554432 -3056832975625/33554432 162080524375/33554432
957391875/1048576 -3121448831875/16777216 -1953020100625/16777216 2199741603125/33554432
4513620368125/33554432 -3163278380625/16777216 5610328054375/33554432 1701578828125/33554432
4038007428125/33554432 -3753673900625/33554432 -4195839608125/33554432 -6799898840625/33554432
-613320420625/8388608 -1289195235625/16777216 117304089375/8388608 -6110758575625/33554432
-2370591320625/33554432 -45516631875/524288 -282612886875/33554432 -1927278079375/33554432
2633993828125/16777216 1522908578125/33554432 -3564216651875/33554432 -2873338194375/16777216
-3658879090625/16777216 1450013668125/16777216 1651496928125/33554432 7079096798125/33554432
4601645118125/33554432 -1589787821875/8388608 346387421875/2097152 -1486561264375/8388608
3692394495625/33554432 1404388005625/33554432 1415495255625/8388608 -4533142508125/33554432
747404659375/33554432 1973402220625/33554432 -76212269375/2097152 -108760815625/524288
-1336026099375/33554432 -1432638948125/8388608 431360070625/16777216 -7353491976875/33554432
-4488870849375/33554432 420002006875/4194304 3014173229375/16777216 1713562709375/33554432
-106621549375/524288 2921021434375/33554432 5004118329375/33554432 -3097775484375/33554432
-751394414375/16777216 -540055030625/16777216 6838636990625/33554432 -5811338094375/33554432
6406386229375/33554432 639533035625/33554432 501585170625/8388608 -1195333019375/16777216
6051776053125/33554432 3241875209375/16777216 397703948125/8388608 3912409648125/33554432
-1471144200625/16777216 134960409375/33554432 -3751845851875/33554432 -845836935625/4194304
5458689740625/33554432 -793879631875/33554432 6061003609375/33554432 -102625331875/524288
678326625625/8388608 937760553125/33554432 -1996967974375/16777216 3073847885625/33554432
1687585521875/16777216 -6413658851875/33554432 5239364040625/33554432 -1047257825625/33554432
-2305339829375/16777216 -335072423125/8388608 -5097073444375/33554432 -5487245671875/33554432
2989047785625/16777216 379648726875/16777216 2267465468125/33554432 -2563925629375/33554432
-2284856963125/33554432 4821976231875/33554432 -103265875625/2097152 -113146226875/4194304
-3946601456875/33554432 -71125883125/2097152 2107778825625/33554432 -6587156461875/33554432
-7011673948125/33554432 -4647891854375/33554432 -4679214134375/33554432 -7286925284375/33554432
-24830238125/8388608 1531084218125/16777216 6111750541875/33554432 -1621287848125/8388608
-550393449375/16777216 -2005794374375/33554432 -5773914004375/33554432 6782747145625/33554432
-6620920480625/33554432 6251463343125/33554432 -176557871875/8388608 3892730496875/33554432
-874615589375/4194304 -3372616135625/33554432 2309144055625/33554432 -2812270718125/16777216
-1759613191875/8388608 -2529506491875/33554432 2204781638125/33554432 -1960434801875/16777216
-274430894375/16777216 1160722715625/8388608 -721738936875/16777216 1155315088125/8388608
594010800625/8388608 291321174375/8388608 4684214198125/33554432 -6236434551875/33554432
-1036053033125/33554432 -6414492926875/33554432 3262566456875/16777216 -976340069375/33554432
-6671545381875/33554432 -77196301875/33554432 7183192713125/33554432 1025119541875/16777216
861439404375/4194304 1499086606875/16777216 737666991875/16777216 -561380496875/33554432
-2066794379375/16777216 -84683658125/33554432 -3348038106875/16777216 576532144375/4194304
4157362089375/33554432 -4732319315625/33554432 5363804111875/33554432 3396627086875/16777216
-3580805490625/33554432 1420236956875/16777216 -5379315844375/33554432 -1094176469375/8388608
7209259825625/33554432 -3943431009375/33554432 1011963019375/33554432 5782096533125/33554432
1453883935625/8388608 1030939215625/33554432 3565669861875/33554432 2307112438125/16777216
-1788308218125/16777216 2787514915625/16777216 -3430519571875/33554432 1852263950625/16777216
